0, 2022-10-04 15:48:01, -1, -1
0, 2022-10-04 15:55:58, 1, 0
0, 2022-10-04 15:59:11, -1, -1
0, 2022-10-04 16:05:44, 1, 0
0, 2022-10-04 16:06:07, -1, -1
0, 2022-10-04 16:10:52, 1, 1
0, 2022-10-04 16:11:02, 1, 2
0, 2022-10-04 16:11:07, -1, 1
0, 2022-10-04 16:11:14, 1, 2
0, 2022-10-04 16:15:56, -1, 1
0, 2022-10-04 16:17:08, 1, 2
0, 2022-10-04 16:19:27, 1, 3
0, 2022-10-04 16:29:37, 1, 4
0, 2022-10-04 16:29:39, 1, 5
0, 2022-10-04 16:31:42, -1, 4
0, 2022-10-04 16:32:50, 1, 5
0, 2022-10-04 16:33:05, -1, 4
0, 2022-10-04 16:33:20, 1, 5
0, 2022-10-04 16:35:59, -1, 4
0, 2022-10-04 16:37:29, 1, 5
0, 2022-10-04 16:38:04, 1, 6
0, 2022-10-04 16:40:21, -1, 5
0, 2022-10-04 16:40:28, -1, 4
0, 2022-10-04 16:42:12, -1, 3
0, 2022-10-04 16:42:13, -1, 2
0, 2022-10-04 16:43:42, 1, 3
0, 2022-10-04 16:46:42, -1, 2
0, 2022-10-04 16:47:54, 1, 3
0, 2022-10-04 16:48:00, 1, 4
0, 2022-10-04 16:55:55, -1, 3
0, 2022-10-04 16:57:33, 1, 4
0, 2022-10-04 17:07:00, -1, 3
0, 2022-10-04 17:10:08, 1, 4
0, 2022-10-04 17:12:51, -1, 3
0, 2022-10-04 17:14:02, 1, 4
0, 2022-10-04 17:45:45, -1, -1
0, 2022-10-04 17:54:41, 1, 0
0, 2022-10-04 17:54:52, 1, 1
0, 2022-10-04 17:57:28, 1, 2
0, 2022-10-04 18:07:14, 1, 3
0, 2022-10-04 18:13:40, -1, 2
0, 2022-10-04 18:14:02, 1, 3
0, 2022-10-04 18:14:46, -1, 2
0, 2022-10-04 18:14:52, 1, 3
0, 2022-10-04 18:17:47, -1, 2
0, 2022-10-04 18:17:56, 1, 3
0, 2022-10-04 18:20:55, 1, 4
0, 2022-10-04 18:20:58, 1, 5
0, 2022-10-04 18:21:47, -1, 4
0, 2022-10-04 18:22:25, -1, 3
0, 2022-10-04 18:24:21, 1, 4
0, 2022-10-04 18:25:01, 1, 5
0, 2022-10-04 18:32:18, 1, 6
0, 2022-10-04 18:36:10, -1, 5
0, 2022-10-04 18:36:21, -1, 4
0, 2022-10-04 18:36:45, 1, 5
0, 2022-10-04 18:36:47, -1, 4
0, 2022-10-04 18:36:52, 1, 5
0, 2022-10-04 18:37:29, -1, 4
0, 2022-10-04 18:37:41, 1, 5
0, 2022-10-04 18:38:24, -1, 4
0, 2022-10-04 18:38:27, 1, 5
0, 2022-10-04 18:43:25, -1, 4
0, 2022-10-04 18:45:43, -1, 3
0, 2022-10-04 18:52:07, 1, 4
0, 2022-10-04 18:53:19, -1, 3
0, 2022-10-04 18:56:53, 1, 4
0, 2022-10-04 19:00:31, 1, 5
0, 2022-10-04 19:09:36, -1, 4
0, 2022-10-04 19:10:28, 1, 5
0, 2022-10-04 19:10:31, -1, 4
0, 2022-10-04 19:10:33, -1, 3
0, 2022-10-04 19:11:46, -1, 2
0, 2022-10-04 19:11:54, 1, 3
0, 2022-10-04 19:12:11, -1, 2
0, 2022-10-04 19:15:57, 1, 3
0, 2022-10-04 19:16:05, 1, 4
0, 2022-10-04 19:17:32, -1, 3
0, 2022-10-04 19:17:34, -1, 2
0, 2022-10-04 19:17:35, -1, 1
0, 2022-10-04 19:17:37, -1, 0
0, 2022-10-04 19:17:39, -1, -1
0, 2022-10-04 19:17:52, -1, -2
0, 2022-10-04 19:18:26, 1, 1
0, 2022-10-04 19:18:32, 1, 2
0, 2022-10-04 19:18:34, 1, 3
0, 2022-10-04 19:18:36, 1, 4
0, 2022-10-04 19:18:40, 1, 5
0, 2022-10-04 19:18:41, 1, 6
0, 2022-10-04 19:18:44, 1, 7
0, 2022-10-04 19:18:46, 1, 8
0, 2022-10-04 19:20:48, -1, 7
0, 2022-10-04 19:21:03, 1, 8
0, 2022-10-04 19:25:12, -1, 7
0, 2022-10-04 19:25:39, -1, 6
0, 2022-10-04 19:25:51, 1, 7
0, 2022-10-04 19:25:53, 1, 8
0, 2022-10-04 19:29:09, -1, 7
0, 2022-10-04 19:33:59, 1, 8
0, 2022-10-04 19:34:03, 1, 9
